"northing","easting","resistivity","is.ns","track"
1.8074000000000001,.1591,39.49,1,"1"
1.8167,.15919999999999998,40.54,1,"1"
1.8260999999999998,.15930000000000002,39.82,1,"1"
1.8354000000000001,.15940000000000001,38.88,1,"1"
1.8448,.15940000000000001,39.38,1,"1"
1.8542,.1595,42.07,1,"1"
1.8635,.1596,46.62,1,"1"
1.8729,.15969999999999998,52.09,1,"1"
1.8822999999999999,.1598,57.3,1,"1"
1.8916,.15990000000000001,61.2,1,"1"
1.901,.16,63.28,1,"1"
.397,1.366,64.06,1,"7"
.4059,1.3660999999999999,55.38,1,"7"
.4149,1.3662999999999998,44.28,1,"7"
.4238,1.3664,35.75,1,"7"
.4327,1.3665,32.58,1,"7"
.4417,1.3667,33.31,1,"7"
.4506,1.3668,34.38,1,"7"
.4595,1.3669,33.58,1,"7"
.4685,1.3671,31.35,1,"7"
.4774,1.3672,29.42,1,"7"
.4863,1.3673,28.66,1,"7"
.4953,1.3675,28.62,1,"7"
.5042,1.3676,28.59,1,"7"
.5131,1.3677000000000001,28.55,1,"7"
.5221,1.3679000000000001,28.81,1,"7"
.531,1.368,29.32,1,"7"
1.014,1.354,47.87,1,"7"
1.0228,1.3539,45.96,1,"7"
1.0317,1.3537000000000001,40.65,1,"7"
1.0405,1.3536,33.37,1,"7"
1.0493,1.3534000000000002,27.28,1,"7"
1.0582,1.3533,24.31,1,"7"
1.067,1.3532,23.87,1,"7"
1.0757999999999999,1.3531,24.39,1,"7"
1.0846,1.3529,25.14,1,"7"
1.0935,1.3528,26.19,1,"7"
1.1023,1.3525999999999998,27.33,1,"7"
1.1111,1.3525,28.04,1,"7"
1.12,1.3524,28.03,1,"7"
1.1288,1.3522,27.59,1,"7"
1.1376,1.3520999999999999,27.17,1,"7"
1.1464,1.352,27,1,"7"
1.1553,1.3518,27.01,1,"7"
1.1641,1.3517000000000001,27.02,1,"7"
1.1729,1.3516,26.78,1,"7"
1.1818,1.3514000000000002,26.2,1,"7"
1.1905999999999999,1.3513,25.54,1,"7"
1.1994,1.3512,25.36,1,"7"
1.2083,1.351,25.95,1,"7"
1.2170999999999998,1.3509,26.96,1,"7"
1.2259,1.3507,27.82,1,"7"
1.2348,1.3505999999999998,28.35,1,"7"
1.2435999999999998,1.3505,28.86,1,"7"
1.2524000000000002,1.3503,29.45,1,"7"
1.2612999999999999,1.3502,29.91,1,"7"
1.2701,1.3500999999999999,30.17,1,"7"
1.2789000000000001,1.3499,30.71,1,"7"
1.2877,1.3497999999999999,31.78,1,"7"
1.2966,1.3497000000000001,32.65,1,"7"
1.3054000000000001,1.3495,32.15,1,"7"
1.3142,1.3494000000000002,30.08,1,"7"
1.3231,1.3493,27.67,1,"7"
1.3319,1.3491,26.28,1,"7"
1.3407,1.349,26.09,1,"7"
1.3496,1.3488,26.33,1,"7"
1.3584,1.3487,26.31,1,"7"
1.3672,1.3485999999999998,25.96,1,"7"
1.3760999999999999,1.3484,25.56,1,"7"
1.3849,1.3483,25.44,1,"7"
1.3937,1.3482,25.87,1,"7"
1.4025,1.348,26.83,1,"7"
1.4114,1.3479,27.98,1,"7"
1.4202000000000001,1.3477999999999999,28.81,1,"7"
1.429,1.3476,29.12,1,"7"
1.4379000000000002,1.3475,29.05,1,"7"
1.4467,1.3473,28.93,1,"7"
1.4555,1.3472,29,1,"7"
1.4643,1.3471,29.33,1,"7"
1.4732,1.3469,29.74,1,"7"
1.482,1.3468,29.99,1,"7"
1.4908,1.3467,30.02,1,"7"
1.4997,1.3465,30.11,1,"7"
1.5085,1.3464,30.65,1,"7"
1.5172999999999999,1.3463,31.88,1,"7"
1.5262,1.3460999999999999,33.59,1,"7"
1.535,1.346,35.18,1,"7"
.147,1.363,25.54,1,"7"
.15530000000000002,1.3629,27.6,1,"7"
.1636,1.3629,30.18,1,"7"
.1719,1.3629,32.47,1,"7"
.1802,1.3628,34.28,1,"7"
.1884,1.3628,36.58,1,"7"
.1968,1.3628,40.55,1,"7"
.205,1.3627,45.63,1,"7"
.21330000000000002,1.3627,49.47,1,"7"
.2216,1.3625999999999998,50.24,1,"7"
.2299,1.3625999999999998,48.33,1,"7"
.2382,1.3625,45.56,1,"7"
.2465,1.3625,43.17,1,"7"
.2548,1.3624,41,1,"7"
.2631,1.3624,38.15,1,"7"
.2714,1.3624,34.35,1,"7"
.2797,1.3622999999999998,30.85,1,"7"
.288,1.3622999999999998,29.61,1,"7"
.2963,1.3622999999999998,31.45,1,"7"
.3045,1.3622,35.17,1,"7"
.3128,1.3622,38.73,1,"7"
.3211,1.3620999999999999,41.16,1,"7"
.32939999999999997,1.3620999999999999,42.85,1,"7"
.3377,1.362,44.34,1,"7"
.346,1.362,45.43,1,"7"
-.01,1.359,63.89,1,"7"
-.0013,1.3591,62.31,1,"7"
.0074,1.3591,58.48,1,"7"
.0161,1.3592,52.84,1,"7"
.0248,1.3592,47.18,1,"7"
.0335,1.3593,43.54,1,"7"
.0422,1.3593,42.53,1,"7"
.0509,1.3594000000000002,42.65,1,"7"
.0596,1.3595,41.82,1,"7"
.0683,1.3595,39.66,1,"7"
.07709999999999999,1.3596,37.96,1,"7"
.0858,1.3596,38.55,1,"7"
.0945,1.3597000000000001,41.05,1,"7"
.1032,1.3598,43.08,1,"7"
.1119,1.3598,42.9,1,"7"
.1206,1.3599,41.15,1,"7"
.1293,1.3599,39.76,1,"7"
.138,1.36,39.62,1,"7"
.214,.073,25.64,0,"3"
.2139,.082,25.84,0,"3"
.21380000000000002,.09090000000000001,26.89,0,"3"
.2137,.0999,28.91,0,"3"
.21359999999999998,.10890000000000001,31.23,0,"3"
.2135,.1179,32.72,0,"3"
.2134,.1268,32.8,0,"3"
.21330000000000002,.1358,31.96,0,"3"
.2132,.1448,31.25,0,"3"
.21309999999999998,.15380000000000002,31.62,0,"3"
.213,.1628,33.51,0,"3"
.2129,.1717,36.71,0,"3"
.21280000000000002,.1807,40.18,0,"3"
.2127,.18969999999999998,42.63,0,"3"
.21259999999999998,.1986,43.2,0,"3"
.2125,.2076,41.97,0,"3"
.2124,.2166,39.93,0,"3"
.21230000000000002,.2256,38.62,0,"3"
.2122,.2346,39.55,0,"3"
.21209999999999998,.2435,43.04,0,"3"
.212,.2525,47.8,0,"3"
.2119,.2615,51.93,0,"3"
.21180000000000002,.2705,54.41,0,"3"
.2117,.2794,55.11,0,"3"
.21159999999999998,.2884,53.89,0,"3"
.2115,.2974,50.64,0,"3"
.2114,.30639999999999995,46.13,0,"3"
.21130000000000002,.3153,41.97,0,"3"
.2112,.32430000000000003,39.44,0,"3"
.21109999999999998,.3333,38.77,0,"3"
.211,.3423,39.91,0,"3"
.2109,.3512,43.18,0,"3"
.21080000000000002,.36019999999999996,48.84,0,"3"
.2107,.3692,56.24,0,"3"
.21059999999999998,.37810000000000005,63.66,0,"3"
.2105,.3871,69.09,0,"3"
.2104,.3961,71.44,0,"3"
.21030000000000001,.4051,71.57,0,"3"
.2102,.414,71.87,0,"3"
.21009999999999998,.423,74.14,0,"3"
.21,.432,77.72,0,"3"
.211,.443,84.93,0,"3"
.21080000000000002,.45189999999999997,75.34,0,"3"
.21059999999999998,.4608,59.53,0,"3"
.2105,.4697,44.91,0,"3"
.21030000000000001,.4786,37.83,0,"3"
.21009999999999998,.4875,39.68,0,"3"
.2099,.49639999999999995,49.46,0,"3"
.20980000000000001,.5053,64.95,0,"3"
.20959999999999998,.5142,79.53,0,"3"
.2094,.523,83.13,0,"3"
.2093,.532,71.01,0,"3"
.2091,.5408,50.04,0,"3"
.2089,.5497000000000001,32.88,0,"3"
.2087,.5586,26.45,0,"3"
.2086,.5675,28.15,0,"3"
.2084,.5764,31.78,0,"3"
.2082,.5852999999999999,33.88,0,"3"
.208,.5942000000000001,34.28,0,"3"
.2079,.6031,33.62,0,"3"
.2077,.612,32.36,0,"3"
.2075,.6209,31.02,0,"3"
.2073,.6297999999999999,30.22,0,"3"
.2072,.6387,30.21,0,"3"
.207,.6476000000000001,30.88,0,"3"
.2068,.6565,32.12,0,"3"
.2066,.6654,34.01,0,"3"
.2065,.6742999999999999,36.49,0,"3"
.2063,.6832,39,0,"3"
.2061,.6921,40.53,0,"3"
.2059,.701,40.55,0,"3"
.2058,.7099,39.62,0,"3"
.2056,.7188,38.91,0,"3"
.2054,.7277,38.82,0,"3"
.2052,.7365,38.56,0,"3"
.2051,.7454,37.51,0,"3"
.2049,.7543,36.47,0,"3"
.2047,.7632000000000001,36.81,0,"3"
.2045,.7721,38.57,0,"3"
.2044,.781,40.33,0,"3"
.2042,.7898999999999999,40.91,0,"3"
.204,.7988,40.36,0,"3"
.2038,.8077000000000001,39.28,0,"3"
.2037,.8166,38.01,0,"3"
.2035,.8255,36.58,0,"3"
.2033,.8344,35.04,0,"3"
.2031,.8432999999999999,33.55,0,"3"
.203,.8522000000000001,32.38,0,"3"
.2028,.8611,31.72,0,"3"
.2026,.87,31.46,0,"3"
.2024,.8789,31.23,0,"3"
.2023,.8877999999999999,30.75,0,"3"
.2021,.8967,30.13,0,"3"
.2019,.9055,29.68,0,"3"
.2018,.9145,29.51,0,"3"
.2016,.9233,29.43,0,"3"
.2014,.9322,29.23,0,"3"
.2012,.9411,28.86,0,"3"
.2011,.95,28.45,0,"3"
.2009,.9589,28.08,0,"3"
.2007,.9678,27.8,0,"3"
.2005,.9767,27.73,0,"3"
.2004,.9856,27.99,0,"3"
.2002,.9945,28.42,0,"3"
.2,1.0034,28.76,0,"3"
.1998,1.0123,28.92,0,"3"
.1997,1.0212,29.07,0,"3"
.1995,1.0301,29.32,0,"3"
.1993,1.039,29.56,0,"3"
.1991,1.0479,29.61,0,"3"
.199,1.0568,29.37,0,"3"
.1988,1.0657,28.83,0,"3"
.1986,1.0746,28.06,0,"3"
.1984,1.0835,27.38,0,"3"
.1983,1.0924,27.25,0,"3"
.1981,1.1013,28.02,0,"3"
.1979,1.1102,29.42,0,"3"
.1977,1.119,30.44,0,"3"
.1976,1.1279000000000001,30.18,0,"3"
.1974,1.1368,28.74,0,"3"
.1972,1.1457,27.21,0,"3"
.197,1.1545999999999998,26.42,0,"3"
.19690000000000002,1.1635,26.19,0,"3"
.19669999999999999,1.1724,26,0,"3"
.1965,1.1813,25.76,0,"3"
.1963,1.1902000000000001,25.77,0,"3"
.19619999999999999,1.1990999999999998,26.09,0,"3"
.196,1.208,26.44,0,"3"
.194,1.3,39.64,0,"3"
.1938,1.309,41.14,0,"3"
.1936,1.318,42,0,"3"
.1935,1.327,41.68,0,"3"
.1933,1.336,40.26,0,"3"
.1931,1.345,38.51,0,"3"
.19290000000000002,1.354,37.95,0,"3"
.1928,1.363,39.41,0,"3"
.1926,1.372,41.69,0,"3"
.19240000000000002,1.381,42.94,0,"3"
.19219999999999998,1.39,43.33,0,"3"
.192,1.399,44.42,0,"3"
.19190000000000002,1.408,45.97,0,"3"
.19169999999999998,1.417,45.96,0,"3"
.1915,1.426,43.75,0,"3"
.1913,1.435,41.01,0,"3"
.1911,1.444,39.73,0,"3"
.191,1.453,40.8,0,"3"
.19080000000000003,1.462,44.18,0,"3"
.1906,1.471,48.76,0,"3"
.1904,1.48,52.21,0,"3"
.19030000000000002,1.489,52.47,0,"3"
.1901,1.498,49.58,0,"3"
.1899,1.507,45.55,0,"3"
.18969999999999998,1.516,42.46,0,"3"
.1895,1.525,40.82,0,"3"
.1894,1.534,39.87,0,"3"
.18919999999999998,1.543,38.88,0,"3"
.189,1.552,37.9,0,"3"
.332,.407,76.6,0,"4"
.3314,.3982,75.82,0,"4"
.33089999999999997,.38939999999999997,74.71,0,"4"
.33030000000000004,.3805,73.87,0,"4"
.32980000000000004,.3717,74.4,0,"4"
.3292,.3629,77.21,0,"4"
.3287,.3541,81.47,0,"4"
.3281,.3453,83.81,0,"4"
.3275,.3365,80.25,0,"4"
.327,.3277,69.88,0,"4"
.32639999999999997,.31889999999999996,56.21,0,"4"
.32589999999999997,.31,44.32,0,"4"
.32530000000000003,.30119999999999997,36.94,0,"4"
.32480000000000003,.2924,33.17,0,"4"
.3242,.2836,30.93,0,"4"
.3237,.2748,30.33,0,"4"
.3231,.266,33.79,0,"4"
.3225,.2571,41.78,0,"4"
.322,.24830000000000002,49.77,0,"4"
.32139999999999996,.2395,51.44,0,"4"
.32089999999999996,.2307,45.34,0,"4"
.32030000000000003,.22190000000000001,36.5,0,"4"
.31980000000000003,.21309999999999998,30.88,0,"4"
.3192,.2043,29.81,0,"4"
.3187,.19540000000000002,30.32,0,"4"
.31810000000000005,.1866,29.52,0,"4"
.3175,.1778,27.29,0,"4"
.317,.169,25.24,0,"4"
.293,1.174,25.87,0,"4"
.2932,1.1649,25.35,0,"4"
.2934,1.1558,24.26,0,"4"
.2936,1.1468,22.85,0,"4"
.2939,1.1377000000000002,21.7,0,"4"
.29410000000000003,1.1285999999999998,21.35,0,"4"
.2943,1.1196,21.86,0,"4"
.2945,1.1105,22.82,0,"4"
.29469999999999996,1.1014000000000002,23.78,0,"4"
.2949,1.0923,24.51,0,"4"
.29510000000000003,1.0833,25.07,0,"4"
.2954,1.0742,25.7,0,"4"
.29560000000000003,1.0651,26.49,0,"4"
.2958,1.0560999999999998,27.18,0,"4"
.296,1.047,27.33,0,"4"
.29619999999999996,1.0379,26.85,0,"4"
.2964,1.0288,26.25,0,"4"
.29660000000000003,1.0198,26.14,0,"4"
.2969,1.0107000000000002,26.63,0,"4"
.29710000000000003,1.0016,27.36,0,"4"
.2973,.9926,27.88,0,"4"
.2975,.9835,27.91,0,"4"
.29769999999999996,.9743999999999999,27.41,0,"4"
.2979,.9652999999999999,26.63,0,"4"
.29810000000000003,.9562999999999999,25.96,0,"4"
.2984,.9472,25.69,0,"4"
.29860000000000003,.9381,25.71,0,"4"
.2988,.9291,25.78,0,"4"
.299,.92,25.76,0,"4"
.29919999999999997,.9108999999999999,25.71,0,"4"
.2994,.9017999999999999,25.69,0,"4"
.29960000000000003,.8927999999999999,25.71,0,"4"
.2999,.8837,25.78,0,"4"
.30010000000000003,.8746,26.03,0,"4"
.3003,.8656,26.6,0,"4"
.3005,.8565,27.61,0,"4"
.30069999999999997,.8473999999999999,29.41,0,"4"
.3009,.8382999999999999,32.87,0,"4"
.30110000000000003,.8292999999999999,38.77,0,"4"
.3014,.8202,46.46,0,"4"
.30160000000000003,.8111,53.51,0,"4"
.3018,.8021,57.3,0,"4"
.302,.793,57.12,0,"4"
.30219999999999997,.7838999999999999,54.58,0,"4"
.3024,.7747999999999999,52.22,0,"4"
.30260000000000004,.7657999999999999,51.75,0,"4"
.3029,.7567,53.11,0,"4"
.30310000000000004,.7476,54.58,0,"4"
.3033,.7386,54.06,0,"4"
.3035,.7295,50.75,0,"4"
.30369999999999997,.7203999999999999,45.71,0,"4"
.3039,.7112999999999999,41.1,0,"4"
.30410000000000004,.7022999999999999,39.26,0,"4"
.3044,.6932,41.73,0,"4"
.30460000000000004,.6841,47.91,0,"4"
.3048,.6751,54.89,0,"4"
.305,.666,59.57,0,"4"
.30519999999999997,.6568999999999999,60.9,0,"4"
.3054,.6477999999999999,59.6,0,"4"
.30560000000000004,.6387999999999999,56.22,0,"4"
.30589999999999995,.6297,50.96,0,"4"
.30610000000000004,.6206,44.73,0,"4"
.3063,.6116,39.3,0,"4"
.3065,.6025,36.07,0,"4"
.3067,.5933999999999999,35.28,0,"4"
.30689999999999995,.5842999999999999,36.28,0,"4"
.30710000000000004,.5752999999999999,38.5,0,"4"
.30739999999999995,.5662,42.41,0,"4"
.30760000000000004,.5571,49.1,0,"4"
.3078,.5481,58.26,0,"4"
.308,.539,66.97,0,"4"
.294,1.291,32.02,0,"4"
.29510000000000003,1.281,32.17,0,"4"
.29619999999999996,1.271,32.02,0,"4"
.2973,1.261,30.96,0,"4"
.2984,1.251,28.75,0,"4"
.2995,1.241,26.02,0,"4"
.30069999999999997,1.231,23.84,0,"4"
.3018,1.221,22.75,0,"4"
.3029,1.211,22.46,0,"4"
.304,1.201,22.42,0,"4"
.33,.418,82.2,0,"4"
.3287,.4264,80.63,0,"4"
.32739999999999997,.4348,78.74,0,"4"
.3261,.44310000000000005,79.14,0,"4"
.32480000000000003,.4515,85.07,0,"4"
.3235,.4599,96.5,0,"4"
.3221,.4683,108.23,0,"4"
.32080000000000003,.4767,113.28,0,"4"
.3195,.48510000000000003,108.64,0,"4"
.3182,.4935,97.48,0,"4"
.31689999999999996,.5018,86.52,0,"4"
.31560000000000005,.5102,81.22,0,"4"
.3143,.5186000000000001,82.43,0,"4"
.313,.527,86.69,0,"4"
.286,1.552,57.53,0,"4"
.2863,1.5422,56.12,0,"4"
.2867,1.5323,52.8,0,"4"
.287,1.5225,49.29,0,"4"
.2873,1.5127000000000002,48.16,0,"4"
.2877,1.5028,49.71,0,"4"
.288,1.493,51.33,0,"4"
.2883,1.4832,50.55,0,"4"
.2887,1.4733,47.71,0,"4"
.289,1.4635,44.89,0,"4"
.2893,1.4537,43.25,0,"4"
.2897,1.4438,42.6,0,"4"
.29,1.434,42.68,0,"4"
.2903,1.4242000000000001,43.39,0,"4"
.2907,1.4143,44.1,0,"4"
.291,1.4045,43.81,0,"4"
.2913,1.3947,42.06,0,"4"
.2917,1.3848,39.06,0,"4"
.292,1.375,35.21,0,"4"
.2923,1.3652,31.33,0,"4"
.2927,1.3553,28.86,0,"4"
.293,1.3455,28.68,0,"4"
.2933,1.3357,30.15,0,"4"
.29369999999999996,1.3257999999999999,31.82,0,"4"
.294,1.316,32.78,0,"4"
.318,.168,20.52,0,"4"
.318,.15919999999999998,15.35,0,"4"
.318,.1504,9.71,0,"4"
.318,.1415,5.64,0,"4"
.318,.13269999999999998,3.74,0,"4"
.318,.12390000000000001,3.38,0,"4"
.318,.1151,3.66,0,"4"
.318,.1062,3.99,0,"4"
.318,.0974,4.09,0,"4"
.318,.0886,4.01,0,"4"
.318,.0798,3.95,0,"4"
.318,.0709,4.11,0,"4"
.318,.0621,4.68,0,"4"
.318,.0533,5.67,0,"4"
.318,.0445,6.68,0,"4"
.318,.0356,6.98,0,"4"
.318,.0268,6.23,0,"4"
.318,.018,4.94,0,"4"
.415,.258,43.63,0,"5"
.4153,.26780000000000004,48.89,0,"5"
.4156,.2776,54.87,0,"5"
.4159,.2874,57.63,0,"5"
.4161,.29710000000000003,54.82,0,"5"
.4164,.30689999999999995,48.25,0,"5"
.4167,.3167,42.64,0,"5"
.417,.3265,41.51,0,"5"
.4173,.3363,44.48,0,"5"
.4176,.3461,48.58,0,"5"
.4179,.3559,51.62,0,"5"
.4181,.36560000000000004,53.46,0,"5"
.4184,.37539999999999996,54.68,0,"5"
.41869999999999996,.3852,55.44,0,"5"
.419,.395,55.66,0,"5"
.419,.728,35.62,0,"5"
.4184,.7373999999999999,35.15,0,"5"
.4177,.7467999999999999,33.97,0,"5"
.4171,.7563,32.28,0,"5"
.4164,.7657,30.85,0,"5"
.4158,.7751,30.37,0,"5"
.4151,.7846000000000001,30.77,0,"5"
.4145,.794,31.37,0,"5"
.4139,.8034,31.48,0,"5"
.4132,.8128,30.97,0,"5"
.4126,.8222999999999999,30.2,0,"5"
.4119,.8317,29.56,0,"5"
.4113,.8411000000000001,29.08,0,"5"
.4106,.8506,28.55,0,"5"
.41,.86,27.87,0,"5"
.4094,.8694,27.28,0,"5"
.4087,.8787999999999999,27.05,0,"5"
.4081,.8883,27.18,0,"5"
.4074,.8977,27.34,0,"5"
.4068,.9071,27.24,0,"5"
.4061,.9166,27.1,0,"5"
.4055,.926,27.71,0,"5"
.4049,.9354,29.77,0,"5"
.4042,.9448,32.91,0,"5"
.4036,.9542999999999999,35.56,0,"5"
.4029,.9637,36.32,0,"5"
.4023,.9731000000000001,35.27,0,"5"
.4016,.9826,33.64,0,"5"
.401,.992,32.45,0,"5"
.4004,1.0014,31.8,0,"5"
.3997,1.0108,31.42,0,"5"
.3991,1.0203,31.19,0,"5"
.3984,1.0297,31.04,0,"5"
.3978,1.0391,30.93,0,"5"
.3971,1.0486,30.79,0,"5"
.3965,1.058,30.52,0,"5"
.3959,1.0674000000000001,29.97,0,"5"
.3952,1.0768,29.07,0,"5"
.3946,1.0863,27.88,0,"5"
.3939,1.0957000000000001,26.53,0,"5"
.39330000000000004,1.1051,25.17,0,"5"
.3926,1.1145999999999998,24.04,0,"5"
.392,1.124,23.38,0,"5"
.398,1.367,61.03,0,"5"
.3981,1.3593,53.27,0,"5"
.3981,1.3516,43.8,0,"5"
.3982,1.3439,36.79,0,"5"
.3983,1.3362,33.9,0,"5"
.3984,1.3285,33.56,0,"5"
.3985,1.3208,33.61,0,"5"
.3985,1.3132000000000001,33.36,0,"5"
.3986,1.3055,33.24,0,"5"
.3987,1.2978,33.45,0,"5"
.3988,1.2900999999999998,33.52,0,"5"
.3988,1.2824,32.89,0,"5"
.3989,1.2747,31.52,0,"5"
.399,1.267,29.9,0,"5"
.3991,1.2592999999999999,28.41,0,"5"
.3991,1.2515999999999998,27.06,0,"5"
.3992,1.2439,26.06,0,"5"
.3993,1.2362,26.17,0,"5"
.3994,1.2285,27.83,0,"5"
.3995,1.2207999999999999,30.15,0,"5"
.3995,1.2132,31.41,0,"5"
.3996,1.2055,30.67,0,"5"
.3997,1.1978,28.57,0,"5"
.3998,1.1901,26.35,0,"5"
.3998,1.1824000000000001,24.63,0,"5"
.3999,1.1747,23.36,0,"5"
.4,1.167,22.49,0,"5"
.42,.712,46.03,0,"5"
.4199,.7037,48.53,0,"5"
.4199,.6955,51.09,0,"5"
.4198,.6872,53.72,0,"5"
.4198,.6789,57.78,0,"5"
.41969999999999996,.6706,64.75,0,"5"
.41969999999999996,.6624,74.72,0,"5"
.41960000000000003,.6541,86.34,0,"5"
.41960000000000003,.6457999999999999,97.46,0,"5"
.4195,.6376000000000001,105.6,0,"5"
.4195,.6293,108.6,0,"5"
.4194,.621,105.89,0,"5"
.4194,.6127999999999999,99.34,0,"5"
.4193,.6045,92.84,0,"5"
.41919999999999996,.5962000000000001,91.2,0,"5"
.41919999999999996,.5879,97.67,0,"5"
.41910000000000003,.5797,110.45,0,"5"
.41910000000000003,.5714,122.47,0,"5"
.419,.5631,126.82,0,"5"
.419,.5549,122.55,0,"5"
.4189,.5466,113.93,0,"5"
.4189,.5383,105.28,0,"5"
.4188,.53,98.27,0,"5"
.4188,.5217999999999999,93.06,0,"5"
.41869999999999996,.5135,89.55,0,"5"
.4186,.5052,87.59,0,"5"
.4186,.497,87.55,0,"5"
.4185,.48869999999999997,90.33,0,"5"
.4185,.4804,95.75,0,"5"
.4184,.4722,101.51,0,"5"
.4184,.4639,104.88,0,"5"
.4183,.4556,104.89,0,"5"
.4183,.44739999999999996,102.13,0,"5"
.4182,.43910000000000005,96.96,0,"5"
.4182,.4308,89.33,0,"5"
.4181,.4225,79.96,0,"5"
.418,.4143,70.88,0,"5"
.418,.406,64.37,0,"5"
.392,1.55,33.56,0,"5"
.39230000000000004,1.5398,31.33,0,"5"
.3925,1.5295999999999998,30.18,0,"5"
.39280000000000004,1.5194,31.85,0,"5"
.3931,1.5092,35.78,0,"5"
.39330000000000004,1.499,40.02,0,"5"
.3936,1.4888,44.38,0,"5"
.3939,1.4786,50.47,0,"5"
.3941,1.4684000000000001,57.94,0,"5"
.3944,1.4582,62.99,0,"5"
.3947,1.448,62.75,0,"5"
.3949,1.4378,59.95,0,"5"
.3952,1.4276,61.47,0,"5"
.3955,1.4174,71.95,0,"5"
.3957,1.4072,88.86,0,"5"
.396,1.397,104.23,0,"5"
.438,.015,11.31,0,"6"
.43710000000000004,.0247,12.24,0,"6"
.4362,.0344,11.5,0,"6"
.4352,.0442,8.95,0,"6"
.4343,.053899999999999997,6.01,0,"6"
.43339999999999995,.0636,4.04,0,"6"
.4325,.0733,3.22,0,"6"
.43160000000000004,.083,2.99,0,"6"
.43060000000000004,.0928,2.96,0,"6"
.42969999999999997,.1025,2.99,0,"5"
.4288,.11220000000000001,3.02,0,"5"
.4279,.12190000000000001,3.02,0,"5"
.427,.1316,3,0,"5"
.426,.1414,3,0,"5"
.42510000000000003,.15109999999999998,3,0,"5"
.42419999999999997,.1608,3.01,0,"5"
.4233,.1705,3.01,0,"5"
.4224,.1802,2.99,0,"5"
.4214,.19,2.96,0,"5"
.4205,.1997,3.04,0,"5"
.41960000000000003,.2094,3.24,0,"5"
.41869999999999996,.2191,3.53,0,"5"
.4178,.2288,4.1,0,"5"
.4168,.2386,5.54,0,"5"
.4159,.24830000000000002,8.11,0,"5"
.415,.258,11.03,0,"5"
.497,1.159,23.98,0,"6"
.4967,1.1664,25,0,"6"
.49639999999999995,1.1739000000000002,25.95,0,"6"
.49610000000000004,1.1813,26.6,0,"6"
.4958,1.1887999999999999,27.09,0,"6"
.4955,1.1962000000000002,27.59,0,"6"
.4953,1.2037,28.14,0,"6"
.495,1.2110999999999998,28.86,0,"6"
.4947,1.2186,29.88,0,"6"
.49439999999999995,1.226,31.02,0,"6"
.49410000000000004,1.2335,31.9,0,"6"
.4938,1.2409000000000001,32.34,0,"6"
.4935,1.2484000000000002,32.42,0,"6"
.49319999999999997,1.2558,32.23,0,"6"
.4929,1.2632999999999999,31.81,0,"6"
.49260000000000004,1.2707,31.29,0,"6"
.4924,1.2782,30.83,0,"6"
.49210000000000004,1.2855999999999999,30.48,0,"6"
.4918,1.2931,30.21,0,"6"
.4915,1.3005,30,0,"6"
.49119999999999997,1.3079,29.96,0,"6"
.4909,1.3154000000000001,30.14,0,"6"
.49060000000000004,1.3228,30.52,0,"6"
.4903,1.3303,30.94,0,"6"
.49,1.3377000000000001,31.12,0,"6"
.4898,1.3452,30.75,0,"6"
.4895,1.3525999999999998,29.74,0,"6"
.48919999999999997,1.3600999999999999,28.29,0,"6"
.4889,1.3675,26.98,0,"6"
.48860000000000003,1.375,27.28,0,"6"
.4883,1.3824,31.57,0,"6"
.488,1.3899000000000001,41.18,0,"6"
.48769999999999997,1.3973,53.33,0,"6"
.4874,1.4048,61.31,0,"6"
.48710000000000003,1.4122000000000001,60.36,0,"6"
.4869,1.4197,53.6,0,"6"
.48660000000000003,1.4270999999999998,49.74,0,"6"
.4863,1.4345999999999999,53.88,0,"6"
.486,1.442,62.63,0,"6"
.504,.714,38.71,0,"6"
.5052,.7057,39.48,0,"6"
.5064,.6975,39.96,0,"6"
.5076,.6892,40.3,0,"6"
.5088,.6809,41.45,0,"6"
.51,.6727000000000001,44.04,0,"6"
.5112,.6644,47.67,0,"6"
.5124,.6561,51.41,0,"6"
.5136000000000001,.6479,55.06,0,"6"
.5147999999999999,.6396000000000001,59.34,0,"6"
.516,.6313,64.63,0,"6"
.5172,.6231,69.89,0,"6"
.5184,.6147999999999999,73.53,0,"6"
.5196000000000001,.6065,75.07,0,"6"
.5207999999999999,.5982999999999999,75.46,0,"6"
.522,.59,75.77,0,"6"
.497,.439,29.02,0,"6"
.5008,.44630000000000003,29.78,0,"6"
.5045,.4535,30.01,0,"6"
.5083,.4608,29.75,0,"6"
.512,.468,29.66,0,"6"
.5157999999999999,.4753,29.89,0,"6"
.5195,.4825,29.41,0,"6"
.5233,.4898,27.31,0,"6"
.527,.497,24.62,0,"6"
.5307999999999999,.5043,24.02,0,"7"
.5345,.5115,26.87,0,"7"
.5383,.5187999999999999,31.46,0,"7"
.542,.526,34.73,0,"7"
.515,.014,38.7,0,"6"
.5149,.0216,41.37,0,"6"
.5147999999999999,.0292,42.44,0,"6"
.5147999999999999,.0368,41.54,0,"6"
.5147,.0445,40.13,0,"6"
.5146000000000001,.0521,39.45,0,"6"
.5145,.0597,39.6,0,"6"
.5145,.0673,40.31,0,"6"
.5144,.07490000000000001,41.17,0,"6"
.5143,.0825,40.89,0,"6"
.5142,.0902,38.13,0,"6"
.5142,.0978,33.5,0,"6"
.5141,.10540000000000001,29.46,0,"6"
